filename	scope	bytes	whole-file-sha256	status
02_PRE_REVIEW_DOSSIER.pdf	upload	374433	c3ac18eec81263b8e17c3d823d93cf0794a12f28dae919862f56b96001d5c7d8	input
02a PART II LOWER SIDE A.md	upload	23694	6b23bd449b0fef9f842d7621a0e6f524959a08a9207e889f0823883846164a95	input
02b PART II LOWER SIDE B.md	upload	19910	b1c70570ca5f434ec4f41742901fdcd3c37088b16a2239663c830e050d1ea827	input
03 PART III UPPER SIDE AND FORMALITIES.md	upload	10325	9c05d661401d853018b587ac71e04950259b96a2eeb58fc0f996c38ab76b208e	input
03_EC-007_Planar_Coalesced_Six-Pin_Conditional_Jet_Law.docx	upload	47114	ecfd3f864b3a8e87a72ea4d0f3493e56a134542487ffe281dccc6c325d17470e	input
03_NEAR_DIAGONAL_LIFETIME_LAW.md	upload	15874	50dd5b9d4a90b243395316ca05249ecfbe10b64bd6aa5085a4cd4438f76f5bd6	input
03_SIDE24_MANUSCRIPT(1).pdf	upload	244324	0732973c3f397357ec70a46001141d21acc713042e9231eabda5b4d56c84f2f0	input
03_SIDE24_MANUSCRIPT.pdf	upload	244324	0732973c3f397357ec70a46001141d21acc713042e9231eabda5b4d56c84f2f0	input
04 PART IV SARD G.md	upload	21750	ec17dabbfacc4e02851ca1da04a1281c9b1eb28b67b66aa3b2979863a97a9b2b	input
04_EC-008_Planar_Collision-Gram_Covariance_Determinant.docx	upload	46916	0e0dac642cd22f3f8f093eb09a788f430562d82db402b1097290c4846253b967	input
04_TECHNICAL_APPENDIX(1).pdf	upload	411660	1c7a5ea3d695b0a003f2b697570e6fb69bc5ebbbdc1ab2d929b2407449fd7938	input
04_TECHNICAL_APPENDIX.pdf	upload	411660	1c7a5ea3d695b0a003f2b697570e6fb69bc5ebbbdc1ab2d929b2407449fd7938	input
04_THERMODYNAMIC_AND_PERCOLATION_EXTENSION.md	upload	14032	44e030d37b9619df20949a7153b1edd66f39eda00ec71672f6823d6bca31ba26	input
05 PART V PRIOR ART AND CONDITIONS.md	upload	27462	555d4ebbd45e745b4fd76218640923de40da852128929fefdd0419cd617b65f0	input
05_EC-010_Declared_Convex-Combination_Polynomial_Identities.docx	upload	46090	5f5ab789728adb5e61544092295f46b2f53c772c0668a55c1de0a4d70287cb7d	input
05_RELIABILITY_AND_EVIDENCE.md	upload	13506	994cfa25580ed1e4cd2e43e3aaf16f470fd637584e93e31f3846babc737b69bb	input
05_REPRODUCTION_GUIDE(1).pdf	upload	191732	d37d8796d67484faa1abe1d08436a8d46ffa17757869c964072535a671b629f3	input
05_REPRODUCTION_GUIDE.pdf	upload	191732	d37d8796d67484faa1abe1d08436a8d46ffa17757869c964072535a671b629f3	input
05_V3_CORRECTIVE_ADDENDUM(1).pdf	upload	150344	1090fdca8e4b90927bc8c65054bf29d661e79daf2bad1e80360cb5439e4d06f2	input
05_V3_CORRECTIVE_ADDENDUM.pdf	upload	150344	1090fdca8e4b90927bc8c65054bf29d661e79daf2bad1e80360cb5439e4d06f2	input
06 PART V LEDGERS.md	upload	13733	18874436caefc7eec0b518fa5e9b05688f0104b4d0473c57a3fafe3947fd5bf6	input
06_EC-011_Adjoint-Orbit_Conservation_and_Section_Normalization.docx	upload	46938	e5c5afeb545d3ceb46c3f32be0f2cf09e137e518d0bee49a610a8996b28ba018	input
06_REVIEW_RESPONSE_FORM.md	upload	7949	cd8d2965c4329a894a5264918b238bc2793abaa1e10f89f488d3f03793d3fe12	input
07 PART V REPRODUCTION AND ARCHIVE.md	upload	33515	4392b07611dd8783cd33b8f4efc2cc6139f50b039c8f1b16bd310ca2f30e5705	input
07_EC-012_Closed_Strip-Threshold_Majorant.docx	upload	46799	33f5ae0dcd6c742e8d4b37eddd9e6063e421425b5b411d0a88351c4eacd7282d	input
07_REVIEW_RESPONSE_FORM(1).docx	upload	16417	93efd6dad1d2f4ca8be53bfc4723eeacb87bb04607be156d64858f489abed99b	input
07_REVIEW_RESPONSE_FORM.docx	upload	16417	93efd6dad1d2f4ca8be53bfc4723eeacb87bb04607be156d64858f489abed99b	input
08 COMPLETENESS REPORT.md	upload	10107	b46c49e61be7927921d91732467a754dd38ac50b98b8b3bbb61c9f1af7d63d3b	input
08_EC-013_Conditional_Elder-Rule_Defect_Dichotomy.docx	upload	45000	cfc112683e45890e5048a98916a8773da07a2db12c672a6ca7125fba02eb803e	input
09_EC-014_Corrected_Six-Pin_Pair-Frame_Jacobian_and_Contact_Power.docx	upload	48832	6bd3f19b60474294f78ae4aefc63314f1fae6f639cf737d031cb745e91bb078e	input
09_PACKAGE_MANIFEST(1).csv	upload	12393	88e0f8d85e8fd8b427c764b9e6eea1708fc2915a6e0b8dd392a5da20672d1c1e	input
09_PACKAGE_MANIFEST.csv	upload	12393	88e0f8d85e8fd8b427c764b9e6eea1708fc2915a6e0b8dd392a5da20672d1c1e	input
10_EC-015_Repaired_Witness-Parameterized_Degree-Four_PRCP_Event.docx	upload	46948	230f2891663edad58b71802427eb7693bbd48382dc7c10bd3d617f66ec761daa	input
11_COMPLETE_PRE_REVIEW_PACKET(1).pdf	upload	886214	05941355208ce76b15556d10f37319c0e9781ba98dfb738379602ac4259531da	input
11_COMPLETE_PRE_REVIEW_PACKET.pdf	upload	886214	05941355208ce76b15556d10f37319c0e9781ba98dfb738379602ac4259531da	input
11_EC-016_Retirement_of_Imported_a_r_and_Continuum_Jet-Box_Certification_Claims.docx	upload	48119	f736602d0c3ac60305f83771e7476da781ff3ff628cea0ede347a260865542f2	input
12_EC-017_Positive_Fixed-r_Typed_Finite-Q4_Palm_Mass.docx	upload	47892	09706563553166112889f474f8920ecc3642987675de607c5e1ff948c376d0a4	input
13_EC-018_Full-Dimensional_Interval-Certified_Degree-Four_Route-B_Box.docx	upload	48875	e81872e0aa150d117d3a07ff82ac660e5f932693bdd3c3f9be227045e2b90c6d	input
14_EC-020_Uniform-r_Fixed-q_Full-Dimensional_Degree-Four_Corridor.docx	upload	46636	31ce5945828bfe3495a90e11d0483191d0f1b5d6cebf316215ff479b9dce377e	input
15_EC-021_Uniform_Positive_Typed_Finite-Q4_Palm_Mass_of_the_Fixed-q_Corridor.docx	upload	47451	d1a408dad50730ac9d665208f44048e11104959350ddadca7dad4c576e57ef52	input
16_P02-LM-001_Conditional_Degree-Four_Deterministic_Capture_Majorant.docx	upload	51829	1fd79fe6e60a7831ab61d6d3e38c47856a60de34cdc72f364ef0760700e0cced	input
17_P02-LM-002_Exact_Determinant-Weight_r_4_Second-Moment_Interface.docx	upload	48587	aa5a92549df670a7eb6652e0e78e9c0c0ffeeda6fd6dbd4fcff6db4fc2b11002	input
18_P02-LM-005_Uniform_Exact_Nine-Jet_Gaussian_Density_and_Moment_Interface.docx	upload	50547	c0faa75e74a0738e8280befd662f88f1fd3a3389865555eb216ea70bd514cf92	input
19_P02-LM-007_Uniform_Conditioned_Fifth-Derivative_Supremum_Tail.docx	upload	49959	51f760d45e2702ef92e8822141baec5de6e1b0c4f3906637b1f0d9bd383a534d	input
20_P02-LM-008_Exact_Determinant-Weighted_Palm-Tail_Transfer.docx	upload	49365	98c5f2f2d92210df6192424d60f6957b31600a77ec81dad328846c6df16cfc0a	input
A046990F-AFD8-4BE0-A661-30B0B4A10D26.jpg	upload	202988	ebb547eb3462e4c6ce38795e417461d50d4f12f83b7facb10847f7c08e92674d	input
AConstants Table Canonical 07-09-26.md	upload	5695	97f2ea89fc9943a60f52ab1f9a14af69f19345f5964f3560ec43f77400a8305b	input
AI edit 0004 — DERIVATIVE-REVIEW — 25829B — SHAcce9ce07 — BODY-DIFFERS — ID1znQn1YW.md	upload	25829	cce9ce0796f23cb42130dd927fd71776a714d40012b60b32f103291f63576284	input
AI edit 0005 — DERIVATIVE-REVIEW — 22363B — SHAa6a78265 — BODY-DIFFERS — ID1FfpYOjr.md	upload	22363	a6a78265a963bb57b78d7f4f3b4f522293554529853bbf873c83f32589f7fe36	input
AO48-WO-063 - LB-RATE HARDENING CAMPAIGN work order for KIMI - WP resolution + AUD-023 v1.1 + gamma-LOC ii-c + rigorous far-grid-ridge + THM-023 v1.1 all-small-r + transport settlements - agents authorized - 2026-08-04.md	upload	8213	e699bf44b7b84fca88faa2b509c1686ea9f8e500aee0dbe618c859b5ec5ad2e2	input
As Corridor Mechanism KILL.md	upload	5812	78c05824875bb9e18410a6e281491846495123e5132624eb0d30ff48b863dfd0	input
B2 Positivity Compositionv2 07-09-26.md	upload	5183	653036a238e675876da931ed953def29716364521d104488e4cbffdf260f24c3	input
C007C ObjAudit snapshot.json	upload	3498	a2d2755a432d0e96175a9b455fcb7ef0dff6dc55010f36303fad987b82e3c6eb	input
C008 O2 Annulus snapshot.json	upload	3387	48159f9d6d23211f41376c5387d20889501194d1a0446e488ebdd46ce16ba9d3	input
C008 Observed Update.json	upload	4753	6673e51f077684250dd2d151540d22c095820ebefcae581a2215140e97332ee4	input
C009 LemmaI snapshot.json	upload	3180	2e3631408770310329c37ca4983ee11b46e058e45452c2c8ad1c24588c9c9dc3	input
C009 Observed Update.json	upload	1942	866747a9ada56859c7fb44a360a56546522bd5b3faa9f531f6662cfc9e9f22ac	input
C010 LowerBound snapshot.json	upload	3018	8abd13ec7a4da807df924ef73514c3963cff037965ab78bc13918357fbf4a5c4	input
C010 Observed Update.json	upload	2809	acaa88b0ccb46c7ee483f1abd3efaa4c34e55c1458ebc5886678c4ac12f6d62a	input
C011 Observed Update.json	upload	2809	ce79a93332df952c48fa0541399c7289d04d18ef8c150a18145f5528649c020e	input
C011 Registry snapshot.json	upload	3180	a7b84d5a78326204b7e17a6ae6b7970e4e93d90560dcc370c66c36586e2f4f91	input
C012 LemmaP snapshot.json	upload	2973	3473ca558f139e4a3c8f3b2bd28046dfd3cc6a2c74e63798ab5509097dc4426c	input
C012 Observed Update.json	upload	2142	ea4878e925d7eb51a147facaea3f92a1c4e2ceac58dcc606f3a5baca3567fc1b	input
C013 Observed Update.json	upload	2244	c0602776db5b369f06ea3a0fd60d9edd805139b601d8886b8f3afbeb7cab0e02	input
C014 Joint snapshot.json	upload	2095	9aa1323355b766bd9e5de7701d82b81701b56a14f9907ae413b3e586ae31be71	input
C014 KILL ThirdPoint Channel.md	upload	4966	efba1d5483b6dcf16e11aeac54a9e7ab074de7bca9653f9007253a4f110e2245	input
C014 Observed Update.json	upload	2947	ee829f2e9cc922cca55b4d645a3e0e303fc3e5469dab581b855c47979f921f9b	input
C014p2 Observed Update.json	upload	3047	f0e44fda42adeb801a412966a6b6150b4e70f639bd8f44869032e5bfabbff921	input
C015 Joint2 Package12.md	upload	9849	e311d6a512e845199a58ea9b444aff22ef6d6313494cf01f6f18f291fb0e5ce0	input
C015 Joint2 snapshot12 07-09-26.json	upload	9223	e082b6f6f492e18e442259d0866bdb987189ec8c444a4c9946538badece97a4f	input
C015 MorseSmale snapshot07-09-26.json	upload	4103	f0e2d7578d0eb0f5cd179188fbd12cfbaa85bb2c5555d3df39df273dc23d7dff	input
C015 Observed Update07-09-26.json	upload	2079	c833cb8f1087c9a3afab06a7dd8532e76b98f206fe69e696e3f3af69dc2fbc5b	input
C015 Observed Update12 07-09-26.json	upload	10441	172453005f13376b417f092770766af49eb6666392026f9c0bce79ede04c1f9c	input
C016 FarDecorrelation snapshot07-09-26.json	upload	2859	0a03b24f546493e3f35c977bdba9a98f97dc2ce39060731cfc45dc0513903964	input
C016 Observed Update07:09:26.json	upload	1945	bd8790d5012e7ff51327da006f7441ee8d5a736880ff518b050fd9be096917e6	input
C017 LowerBound snapshotabc07-09-26.json	upload	3177	944a58b7d9f57621f81de33f460e40294dcf7cddb03e722e7594bff54820c00c	input
C017 Observed Updatea 07-09-26.json	upload	1611	3eed789558a4e614db3acffce057bf67e573b795a0acfd08361b1ca22618317d	input
C018 Observed Updateaq.json	upload	9096	0a2b8765d5c9529662994ac8000bea0bc12039a3552b3076d2bb13c3dc3b1c5a	input
C019 CorridorLocal snapshot.json	upload	6983	fccf253ff35505fa7ffb8f01014c22678b9cf413ebd2027cb7ebd64d8d9fd331	input
C019 CorridorLocal snapshots.json	upload	6983	fccf253ff35505fa7ffb8f01014c22678b9cf413ebd2027cb7ebd64d8d9fd331	input
C019 Observed Updateq.json	upload	14430	f01cba0731adcf58e2f6b7b5727e28bfdaba3c124448c3aa45726b2d95105762	input
C020 Observed Update.json	upload	12429	3a8bed23a841a2263a762adcfb117fc30584fd213a98106f90e2d8f9ee2ec7ee	input
C021 Observed Update.json	upload	8170	74571dcab613fed8e2b04dd96fc86d46b184e61b93bdfa863da2f36c0d117328	input
C021 SecondRung snapshot.json	upload	6525	1acec8c4d3657d8aaed216cdab2f05f365de5da3e0f06b2c018e737fe09d92e1	input
C022 Observed Update.json	upload	9435	9bc0647b885931ba4dc862bedfb879f9bd12c4cd6d39f51c6e98e54c7f75d5cb	input
C023 Observed Update.json	upload	6138	5d3e78274c43a0f972890cc6b1b10f8bda1237c5aa9511bb34aebbfeb223d592	input
C024 Corrections and Freeze.md	upload	5056	0df10fa670a356a2bdd528f70ea5064f6dfd164b52388dff14a5d73df180a139	input
C024 Observed Update.json	upload	2153	b909bee2a309180d636e799afd2955ce6de3f9adca1f373b0e4b722e32a2d9b9	input
C025 Freeze.md	upload	4558	0f8cb3dcb337b5c1a110d8ed983aa49fc9a2f6383b6066d7a625756da3c7460b	input
C025 Observed Update.json	upload	2074	5445ea9f46b5ccef6ef36df5eda6964b015d6b801b851b2efda288e118c3a48d	input
C025 TerminalHeight Package.md	upload	7195	d1afd84b3143ed512b0fb1cafba5c2eb6eb190b28ec7f8e789cc817c08bf792a	input
C026 Foundation Package.md	upload	6083	ab27672bb6008d337321c7d99f95aae2b2efd800576a362d3c0cfb03b29ea0c2	input
C026 Freeze.md	upload	3224	6ac9a33c2bfdd76eda5884847d59a19e16379914ccfd28af6de957d4232da7df	input
C026 Observed Update.json	upload	2336	2ba4ffcd267e0236f49a9002b847a78d63156ceef1a8320b022a639d327744d8	input
C027 Foundation Package.md	upload	5766	c9d1466a6b06c9a5619d21e7896aab51746bdaeb8d34d1aed5bfb498ca73a3b4	input
C027 Freeze.md	upload	3428	f083344320994414fdcb1944d762ad6ddd4fdf9d5ffcf7445688966421eb6dc2	input
C027 Observed Update.json	upload	1981	5e54eefab83d14234f2dcdad3f3863f5b942f2dd1922bbc5bb87423ed5188c9d	input
C028 FarAscent Package.md	upload	4929	64b94b6e5342b3f8d2f3a6a8dfd5e1aa38e769ba319eeee87d657074b568e606	input
C028 Freeze.md	upload	6180	4a343a18f396fcaa76665c5bf6c86f71d8e19628be2527622b0a3e9b6a47ed0f	input
C028 Observed Update.json	upload	1558	923f56c4a25223a753e485b13a2ae37c609e43c98d94480973cec149fecbe333	input
C029 BasinPersistence Package.md	upload	3659	b23c3d42ccc2182e9a59a4ae1b7eda8c73939f543884268a0da3e2cc6880a785	input
C029 Freeze.md	upload	3131	ddd8596f894c525f70b4ff91ed163abca3b831df9c24147a5d3adeb0b4da00ca	input
C029 Observed Update.json	upload	1430	a8b7c3853965059da443eb306f403817e9aeb0e606fa08492390152beef640fa	input
C030 CountingLemmas Package.md	upload	3442	aed6683edaed6d483704a63cd321fcb300e329a26bf6c143042ead58a60bfc7b	input
C030 Freeze.md	upload	2673	ae20f4e3a239b17a6b747eba881d18cc7cf8e51e4d6a86eaefc40d9504fdef4b	input
C030 Observed Update.json	upload	1269	03490fe16e4e797f83792b2da758939874fd98a0b07741d62eb0e029d64af2f9	input
C031 Freeze.md	upload	1739	e165821b1479f619af8ebdb1438460edfebe88f44c189553ca86f73f8fe1afbe	input
C031 LBRATE Integration.md	upload	13690	e7998ef0d17d951bc89978f9fe32e510019059dd0650c8f0e0ae33273f40f32e	input
C031 Observed Update.json	upload	1331	5df4205f2f496f28668c7f1ea22e2a1af9cde00a72cb39a6956b20b32c995063	input
C031_LBRATE_Integration.md	upload	13690	e7998ef0d17d951bc89978f9fe32e510019059dd0650c8f0e0ae33273f40f32e	input
C032 Freeze.md	upload	3715	1487c20c45186746cadd24324802addae128d53968b208e7255d596ed61d2cae	input
C032 Observed Update.json	upload	1598	615ee3bb503206c4ace39c32381f9989d6a71a3e6f12b1618f21db4921b86d9e	input
C032 TC Supersession Package.md	upload	6573	8a76c5586e55d0dd66b1f2c7a8df3260e51d4ff00b517f2e166f964815499626	input
C033 Audit Package.md	upload	4614	e89cca24ad73d5530750928df64fcedea52df956fe900a6cbb6cf2271c684a9a	input
C033 Freeze.md	upload	2692	0269521474943ee563610c78dd8f5b37a167e289bc10b060f13738d97aea515c	input
C033 Observed Update.json	upload	1421	c8e620eb4106ae928eea1e2d755c0c7fb8fca4c1b0ff20811f532cd4a18766c4	input
C034 Definitions Derivatives Canon.md	upload	17687	9bc039912645a93c7d217fa578cd6d8bcdf7f1127266a440bb4f635b4af05d9d	input
C034 Freeze.md	upload	1743	b665c84b343ae485cf8249f93996c73151c5caee9ab524e96807138a8eaa15ee	input
C034 Observed Update.json	upload	1507	1cc5fb576c6d3244d268f99284af4c70f42351a9e400621d686cbbb436309dea	input
C035 Freeze.md	upload	2964	89fad14eb8c92eb584343b63ef9c6f67c3b74561b4ad2aa5c5dab64b7cec28bb	input
C035 MF Package.md	upload	4902	e11af30dd0acf5fc7cc78adcbc70e6e639dd7480d0ef0508d5c2018f934f3ee3	input
C035 Observed Update.json	upload	1343	97c12123b1a1fe07124c8d96d09d1d5396a052a2ab353e8390d6609b2e5cc54e	input
C036 Freeze.md	upload	2728	4278a6eb63327b73bb23059c21caf8787898f488483beb70b5ba0645fd9450aa	input
C036 MFC Lemma.md	upload	5009	3e723f5af2d098b42dbcc1c3fc15da7f655ec8dd7a4b9ada110d2f8a2beb581f	input
C036 Observed Update.json	upload	1337	d4609c1b9abb7ca71f9d4e76cdbd9259ddd22d89e3c0f5e4376e454ec38a3768	input
C037 Freeze.md	upload	1908	a6c30777704cc4a3a875ebccdd8fb26fad08ee6e6d05f58772b0b9d1edcdc9e5	input
C037 GridContinuum Package.md	upload	3999	56f804901f863a07500e87f40f1dab7ab4c499f630065e7efb9d789fd483dd14	input
C037 Observed Update.json	upload	1429	500bb1c66db8fc9627d3098b66bbc69b5fbe6b4b97c66e35900423a73bb743ea	input
C038 Freeze.md	upload	2312	2a031bf7c30c5533c4ed45fb1864e3ddba11a52011a8550f33f2131423f5416a	input
C038 Observed Update.json	upload	1044	1071913daea6246a4c7033c1bf2ad20f99eb7c0c79b1ae29d49f29908738dee6	input
C038 UB Package.md	upload	4222	c00ae674f2ec8781a69d5769b52e344f2eb83ad04d13069ffa5b96057c84f579	input
C039 Freeze.md	upload	2957	0702fefa87b16eb3931a89e1fdb90acb7251cbd2c4dd95cb55b2ec3f78d29ca3	input
C039 Observed Update.json	upload	1030	83cbad9be5e9515adb189c5d53a60ba0d651eb7be4434d3d3b491a0c1c5257aa	input
C039 Rigidity Formalities.md	upload	4612	c40e47bf7b00d84cf765430f6ed48c77cf630db5bd415cecc52cb39a4340902a	input
C040 Freeze.md	upload	1635	9a934ec9716ee43911e19674237b42fe0c562b49c1f9b6b7751ae6e862613050	input
C040 Observed Update.json	upload	1128	4890fae53d176934f74db7c93fcb6f32a16748f740fdf92774f283de0df0aa3d	input
C041 Freeze.md	upload	3173	aab4d5268e6310182bde9ae9d5337752b51999d3678bf0233112c4cdbdaca418	input
C041 Observed Update.json	upload	1197	cc5e535f28ba360d1817f238621c1c2060585a8875e90d4ca4d4658807e09ba5	input
C041 SARDG Lemma.md	upload	5311	06f4906c30ee683b528f9631e23370df1f25ba70fbd5f91d6186347f5f9efeab	input
C042 Audit Package.md	upload	4757	07f52b06344a78b13471267717a429ea06799be8934fa5be00fbac0ee985b401	input
C042 Freeze.md	upload	1899	06588d96bd44f21cac3db9e6b2fce4176331bddf175337aebaac3aa1e9929512	input
C042 Observed Update.json	upload	1124	b593ab1456d56fd0eb7a6adde5ac35ae35e845d60b87feb6315e7c327377a42b	input
C043 Closeout Package.md	upload	3629	cce2598ddf17cbfd25105ebb283f21072b5c356820b9565cc6e0ffb298b19d62	input
C043 Freeze.md	upload	1307	2902623a9a6e2dbfc183596983ebc8c1f0862b5f1ff6e8eab54c9edd981c416a	input
C044 Observed Update.json	upload	966	2b25dc583f976d8a9d4477d30fc5ffdb964426a90144abc8014664f8ce7e7c77	input
C046 Freeze.md	upload	2866	7629190f313910722141f5823d05831784fe4fc4e583a893f04da28604b86089	input
C046 Observed Update.json	upload	1568	be5d6833f5a586ab8398576488e3a7e9668acb4e999d4263509cc92afd131ad6	input
C046 Review.md	upload	8711	fb19926adc44b8cb8754b3b4541ecc16d23f9e8bf0a6a397ad7e6923c05eb538	input
C047 Freeze.md	upload	2561	a3bea42865fa8df146dd6f009be80352e2ed4cfa0a18cfc13be1ab29e0239dd8	input
C047 Observed Update v2.json	upload	1931	289b3061452425a64d6010a752d36f112e85c8168699765b34ddeca8619c0483	input
C091_CORRECTION_LEDGER.md	upload	3725	b0f806b3ff5c0384e3093e9e18b5f80023b0c9295613e051158b160da00a960d	input
C092_PUBLICATION_CLAIM_LANGUAGE.md	upload	4989	5ca523a825750f9cc4befda26950cd430ff5588b13abec3a6d7bde02321eeb80	input
C093_DEPRECATION_MAP.json	upload	1747	26c14f71bdcddcbc34950d1f09af740604b90e2aa78d5196033ccd8944d1a292	input
C093_ENVIRONMENT.json	upload	605	bf6aee01415a38d903aa98e7c37e3561f6764aeeb48bc8479ba9930fb05f66a9	input
C093_LOOSE_ENDS_DISPOSITION.md	upload	2941	79c5f727bade3fd74f259fc3944b514e97352357c965b01de221e3c47f7874fe	input
C093_RELEASE_AND_AMENDMENT_POLICY.md	upload	1024	99f2c64a56ac71d24b82b8dba7a349694d2a83e0b6bfe1e6be5a07fa2218ed57	input
C093_RELEASE_INVENTORY.csv	upload	2977	2f3b2eae88ab533f0fa81ee972cec738944ae421a48d7bfde7a9cab761b3f8ba	input
C093_SUCCESSOR_PROJECTS.json	upload	2057	7e26ac8c382b2b480c39a629428b55c32b60e21cfbbfa093fd399ae266f884a7	input
C094_C091_C093_PROVENANCE.md	upload	5019	b923e7b0e5a5e0a7b3f62f0247d3b077b6fde5612c646c59a6c2e5ce62433cb1	input
C094_CITATION_PROVENANCE.md	upload	1812	8a0ecc9bc901898b5e393666cd7c055ba86c94ecae9c747c33ba88d2d5a3f96d	input
C094_CROSSLINE_RECON.csv	upload	2944	3e4c3121ad20f4750c876b0390f729b4fe1746265572083d550e3305a58bd6af	input
C094_CROSSLINE_RECON.md	upload	3715	560f87dad336edfa7dfdf080efaa913f3a4929826b57ce1c70e56a3f0251af31	input
C094_E_LEDGER.md	upload	7386	86dc0dbdf55db0c16b959be52e32776cc2fd46e9244a43acf588a83f12fe470d	input
C094_LOWER_COEFFICIENT_ADJUDICATION.md	upload	1918	03c98a500ce80c5c1b93b47cdbf9352319dd7def3b8c32b82464bf25d5b088e0	input
C094_PORTFOLIO_CHARTER.md	upload	5033	7e9c2614b3d7b9dd81fd16c17c9f38087b688502438a0dc87e64087f82853054	input
C094_UBG_ADJUDICATION.md	upload	2356	ab273594faa61688e3ff2397ecc5a68571db017241c8716547b9493499e2dd5b	input
C094_VERIFIER_LINEAGE.md	upload	1408	147eef066d0efe7c74b224f878326187121dc697d2b3f3527e24aadb72ae884f	input
C095_ATTESTATION.json	upload	2025	86ce6f340019f3147e0a4e633852cd7505be9526c3eeb942b6f4b081f01081ca	input
C095_BUNDLE_VERIFICATION.json	upload	260	dce1b623679fb99fbb0354d0b65b4db84d4c53c6bb62e12e2d83c877f566f0ed	input
C095_E_LEDGER.md	upload	5235	adee50bb40d2d67a3e9faf03241bd4ce3a4f8c109cb777aac0d8f09f3509bceb	input
C095_FRESH_EXTRACTION_TEST.json	upload	857	b403d61314ef79dbaef15c8b7ac21c2cb03b92ce5d8e1113e51b8c2d95750d0e	input
C095_GATE_FRAMEWORK_REVIEW.json	upload	6756	2663daf49f8cb605b3aa746e78a26bf47e1ddcd432049b130aea52702d59514b	input
C095_GATE_FRAMEWORK_REVIEW.md	upload	5301	acddf457d17a366dabfad7b8b06c910324664d285727283a6234c8d9e4199022	input
C095_GATE_RETRODICTION_AUDIT.json	upload	6118	7abbc684dba12d155f654408b8158d0b478909dc67098caad3bb58ec1556cce6	input
C095_GATE_RETRODICTION_AUDIT.md	upload	2061	484f57803c53f8f32a553740857a7ab61cea2455086f6ad7f1dc701c2a9dd858	input
C095_MANIFEST.json	upload	8734	578cad1b6811592b5686e36412737bc4e4307ff68d1d3ddd80e16db2c6344a74	input
C095_REFEREE_FREEZE.json	upload	3197	a9b16bfa44bab1a5248da7fdfb6e1351ef651b748112d52c31b3a5dd2f5e84ec	input
C095_REFEREE_FREEZE.md	upload	1542	bd197d6493017338a8617fa3db386426eb79c0d817e4f463ba5ee133b6bc0bf4	input
C095_RELEASE_AUDIT.json	upload	1422	fcdd13f88ac1b66f6877b0abbf757a9a74084f4df09cffb3b846939755fd4dec	input
C095_SECOND_DOMAIN_CONTRACT.json	upload	11742	3558c970ec9dfbdb8bf958e07903b15bb803be39bb9d5fd629177e0fef9537c1	input
C095_SHARP_FREEZE.json	upload	3852	301c10b1da35d6da98acd232533c81fe6809d636e5017b3db3052156ff56e8e3	input
