artifact,kind,bytes,sha256,drive_id,parent_or_surface,status,notes
LS-DER-026_native_text_export.txt,raw_export,15281,861de456e777255967a243e03a84d9c4496679a49fbd6d8e816eaa549bb24df5,1RDQYQFqR8NGL5Q0YTYxw_7QXdV7wo54V,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"full native text export"
LS-DER-027_native_text_export.txt,raw_export,16153,f9234a32aa01153e6e94da2b1e8f956edabcf3da9a4ec9ab9de8b6bfabf29823,1DBWFaider9aYe30vyKf2HtC3KungYg9G,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"full native text export"
LS-DER-030_native_text_export.txt,raw_export,16940,1aba93e4d57060df5d3e8c1f3bc1789e41b6ea151bbbe92c3d839af16c981bbe,13IMiIBnMyw3uVjsy6s4V6_FvEgTxnKc7,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"full native text export"
GP-DER-118-v1.10_raw.md,raw_export,30933,c1d6e559274d7e87a3fa92f44cb2534a5e277a3b5941fd40db380599ddba0564,1otGI05Jb5PbWEvjb767fe6McijE3DIUa,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"whole-file identity"
GP-DATA-214-v1.0_r_uniform_exact_endpoint_normalizer.py,exact_body,37512,63ef800a51969903b9c3d97c74e61f77ee037afadff73038047ef7cfce040fb9,1sn3pBHyCWDYkLVlltWwbsCB5PSvVL7m6,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"frozen source; fresh run ALL CHECKS PASS"
GP-DATA-214-v1.0_result.json,exact_body,10944,af2779575ce3d18eeb69499e32ecc6e7c40898181ddf0fd6e4815d35cf8a6cbf,1sZEdCYmKAJ4BWw9JxPc0pCLfUlnTkqj0,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"exact result; reproduced byte-identically"
GP-DATA-214-v1.0_coefficient_table.json,exact_body,3269,b2724c9379d9a3d7cb55998908d3480818ee4ac29e918a9b7a4192c350b2224e,1vcAxulFD3FegIJLm13_PeslkfhohSodp,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"freshly materialized exact coefficient table"
GP-DER-197-v1.0_frozen_body.txt,exact_body,13797,035d5a18018606bd8736dc5774a7adbed29de453b30a1780976e1e4f69285d4d,1mViPOW2VS0W8aBjbL63cQHgyMI45HdQI,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"requested E0 conversion identity"
LCR-DER-057-v1.1_frozen_body.txt,exact_body,11144,62c23788fbed764240546b9f9aa84b40620a4e0725a39f2bec1fe7678fc74e72,1AVgD_zUrXHxVF_w2RxCJwC0EYemFwxMz,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"exact body"
LCR-DER-061-v1.1_frozen_body.txt,exact_body,8928,8ec4386fc1214523c98a5ae84acf4f5f64a6601aa2c63728f4382701b82dc3b7,1_XRlbPCla4Af2ezudY64a8nxv_QbeSGH,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"E2 conversion-ready exact body; E2 remains FALSE"
LS-DER-026-v1.0_frozen_body.txt,exact_body,11725,e4d8094ed1bfc9f9cc7491f13efd5cc5294ba3b5f4fbd4bc8bbba33dd1a2ab5d,1uqSiHNjsuBJnxrS9SsP3VxBjQU38HLJK,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"exact body"
LS-DER-027-v1.0_frozen_body.txt,exact_body,11330,60768783048ae9f5347735caa6a543ff074b785f2d5a1c568237c92d12f12f39,1_18wsEuV4gdUDjJZ0VHkWMES4UGMk3su,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"exact body"
LS-DER-030-v1.0_frozen_body.txt,exact_body,12794,5476f11a281635ad99a7ed125a55e06e875681aa273fb682ada02c9e0035d0c1,1z5dn5rONbSq_yR8MOOBKiI5rgGqmOO--,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"exact body"
GP-DER-118-v1.10_frozen_theorem_body.md,exact_body,29293,9b7901e112a4857e3ea59942858684f72fc09a2825b1efa859360dd8fa55f014,1MISsMd3tJnWkUbfwdH0uRw-PrGjfJNPL,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"frozen theorem body; status deltas only on native mirror"
REPLAY_RECEIPT_2026-08-02.md,replay_receipt,1962,0b41158aa8302b70e3df0141040cffbb7d5d91d0268ee730c8b25a9202628f32,14uun0FsykVyEkajzd42W8Gn8KD0o9mKs,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"eigenfloor replay commands and scope"
diagnose_side24_generic_collar.fresh.out.txt,transcript,2953,7af42105d4b98fe6838c411fe40857159e0f954aab9cf216813589b9b4244b18,1Q67fFRorWjTfBkp5lZL62lFlSvBpMPrz,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"fresh diagnostic transcript"
verify_corrected_pin_floor.fresh.out.txt,transcript,1996,8be3f094d5bf257103902ed6c2e3118ffa293646c8c28771aecce4196c219656,1J9G9lL151ttP8S2OZC5gc9JzRA1yMiGB,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"fresh corrected-pin transcript"
verify_g9_2_periodized_transfer_reconstruction.fresh.out.txt,transcript,4076,0ab9e14c938db8ec9795f202345f678527f5bb5b60cee3e9fed523e8816affbb,1OiqWcBkcfi2cDsf8Gj2_0TzgIF6fNTWm,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"59 of 59 PASS"
E2_CONVERSION_READINESS_AND_BYTE_ANNEX_2026-08-02.md,raw_note,9972,3720b3ab110c56774e4a859dd1bd8a08f0eb373f0a2865b6f10cc3d5e52a7240,193M30yL6QWYOPtOgexD5-jLtZIR-ui0d,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,FROZEN,"E2 conversion-ready; E2 remains FALSE"
E2_CONVERSION_READINESS_LANDING_ADDENDUM_2026-08-02.md,raw_addendum,2323,91d57208a4a1c2cb30a35e21aac21bf00ed36ec7d67e014f6852f1f67e909312,1xzGy7rdXsuk7vU3X-eNyYlW5CXMyy7es,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,FROZEN,"post-upload IDs and 26 of 26 fetchback; E2 remains FALSE"
E2 Conversion Readiness Native Mirror,native_doc,,,1oEtuow6AWESDxEt_mVjQ9ZCGXHgg1yNe4yvH2vvvuNY,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,MIRROR,"raw 3720b3ab… controls"
SIDE24_V3_3_EIGENFLOOR_ARCHIVE_INDEPENDENT_REPLAY_AND_NEGATIVE_PROVENANCE_2026-08-02.md,raw_note,9468,8f8106d7fa89cc08d112f8fb5fdbdd0d2902059cd5b17613b325ec57a9127f7e,168VZ0zmLExmJ8iBCKaYWc-v5yC5rdtmo,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,FROZEN,"partial archive-independent replay; 12388862-byte 4040d654 archive absent"
SIDE24 V3.3 Eigenfloor Replay Native Mirror,native_doc,,,1SniBgkVhmzfyEb6ANyCLxC5PR4nfeccFT7iQ9Uy-Wo0,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,MIRROR,"raw 8f8106d7… controls"
ROUND67_ANNEX_SHA256SUMS.txt,checksum_ledger,3339,eb1c503c6add68a5b698ea2081682273471bce25cd42b24e14e816d91b7886c1,1Kp4X_M8G271HqqYd5o23oQEC7JgpmGmO,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"25 payload entries; ledger plus payload Drive fetchback 26 of 26 exact"
GP-DATA-214_COEFFICIENT_TABLE_REPLAY_RECEIPT_2026-08-02.md,replay_receipt,2363,1ad767a56f5c3878f6d04315f0cd4c9b64221fef63a7d6a99b108ca963e37cec,1dSjkG2RIWSHH2f59N9tbQJrO5I-jl3jy,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,FROZEN,"fail-closed exact replay"
replay_gp_data_214_coefficient_table.py,replay_script,2961,fc83fdd1e8ba0b73032425e427d1b1af0c5c34ff110b2804fd999529d87cabc8,1ajVUg9mlFYDQ9e2NoLENGmAt09DcYt5w,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"independent extraction and byte comparison harness"
replay_gp_data_214_coefficient_table.out.txt,transcript,347,a28c95e161ce7c75c4c25bf74194838c8ca4299ddd22836fa66824b38fc93de9,1HJB5VgPIui-OadQ7atpagcLP3i8cU4Yl,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"ALL ASSERTIONS PASS"
EIGENFLOOR_INDEPENDENT_SIDE24_EIGENFLOOR_FROM_KERNEL_INDEPENDENT_2026-08-02.md,independent_note,10653,4479cd6ba9764260971185eb53118b14847d86e88b699346d1242a3efbd0ccd6,1_d3IlxTpBtRGhay2BnqOLgC5GwVqaS36,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,FROZEN,"29/29 archive-independent kernel derivation; historical V3.3 carrier still absent"
SIDE24 Eigenfloor from Kernel Independent Native Mirror,native_doc,,,1Auo26CxKJQvqgd_2dzQOybzu7EZ1x791lIuLBRKCzww,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,MIRROR,"raw 4479cd6b… controls"
EIGENFLOOR_INDEPENDENT_verify_side24_eigenfloors_from_kernel.py,independent_verifier,18701,17209cb60d74c4caa4bc7988e1f1c0b8615c98835d5c9ee2ddf812e534ce2d4d,1Tmj62Ny7_4ffev5gojO0Rpz9PbSD1vVK,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"from-kernel fail-closed verifier"
EIGENFLOOR_INDEPENDENT_verify_side24_eigenfloors_from_kernel.out.txt,transcript,2792,89905d2e15447a52aaa5605f1062d5400b6c92295dcdd2d2a13a0d0d5e1bbece,10Cn8j-ofPu2U8g4d0QKS8BK83BQyeSPm,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"29/29 PASS"
EIGENFLOOR_INDEPENDENT_verify_side24_eigenfloors_from_kernel.O.out.txt,transcript,2792,89905d2e15447a52aaa5605f1062d5400b6c92295dcdd2d2a13a0d0d5e1bbece,10vnwkj3du3V-0-kr2TJt-7tgaj_JmbZA,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"byte-identical to normal transcript"
EIGENFLOOR_INDEPENDENT_verify_side24_eigenfloors_from_kernel.mutation.out.txt,mutation_transcript,2817,3060139587a99f2741b742b8cb105f8025102af905da9392908d6bb49b0f7bf6,1W5QSDu85LQ5lZi1m-1FqDmiBQRj49itL,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"forced mutation exits status 1"
EIGENFLOOR_INDEPENDENT_RUN_STATUS.txt,status,41,4e1684137f14e7c6db0b5714c407861352e4d95c8e84ef58639094a72f842a77,1pgOog8NFuw1UZUJORJ-Y5izb1Goxbx5M,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"normal/optimized cmp 0; mutation status 1"
EIGENFLOOR_INDEPENDENT_requirements.txt,requirements,28,47fd19021144e071cc43b6e265aafada0056abe89724ad95bd6e3a8e37995b94,1s412cz29A0aTK10hDTb-quS5ew8EkwGO,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"sympy 1.14.0; mpmath 1.3.0; Python 3.12+"
EIGENFLOOR_INDEPENDENT_SHA256SUMS,checksum_ledger,740,e5fc4f4e426a45ed01cc474369dee35375dc71b97ee4508ba23daff4a1e75211,1cDLP82UGmy5GWQI1uMSgiAvM4qmUx8lw,1HaCOwWS0L1hAzKkLlmBFYSFivpiVmPa-,VERIFIED,"eight-file independent package; Drive fetchback 8 of 8 exact"
GP-DER-118-v1.10 Native Audit Mirror,native_status_surface,,,1IPJgw4W33CLwPLbIGf3ZcBwDhnZy_St_7lMCEGHHwBc,existing_native,FROZEN_BODY_UNTOUCHED,"additive AO48-OPR-045 status delta; RP-C/RP-S closed"
Theorem B 00_READ_FIRST,native_status_surface,,,1GCxx8Th9C5J8SrddCjwNa30O2LuYiwEB4pEYLxXK5pg,existing_native,AMENDED_BY_BANNER,"M1 Borel repair and eta_r channel; no AO48-OPR-045 reopening"
Command Center,native_status_surface,,,1yfJu9h6ObYhXh1iIgV-_G-PSk08b4VR2OJFENVk5t7k,existing_native,AMENDED_BY_BANNER,"LS-CTL-003-v1.2 and carrier-integrity delta"
SIDE24 CLOSURE REGISTER R2.8/R2.9,native_sheet,,,1Yjre5iYWJDHgxask_cuZoEFX4hXn9uCJUnVFc478K9A,existing_native,UPDATED,"R2.8 and new R2.9; d7 triple-blind; eta_r; LS v1.2; annex; E2; replay"
GP-REG-032-v1.2 Coupled Research Registers,native_sheet,,,1O6x8ivmaVUxYqKmCOXmToIHpMXqDI362ibqBl8HY8no,existing_native,UPDATED,"Autonomy Control plus Recent Activity and Artifact Index"
